_id,head,normalized_head
1130,qamáyuŋ,amayung
1131,qámbaq,amba
1132,qambáhan,ambahan
1133,qámbak,ambak
1134,qambakqámbak,ambak-ambak
1135,qámbak,ambak
1136,qambakqámbak,ambak-ambak
1137,qambaláŋ,ambalang
1138,qambáŋ,ambang
1139,qambaŋúl,ambangul
1140,qámbas,ambas
1141,qámbaw,ambaw
1142,qámbi,ambi
1143,qámbid,ambid
1144,qámbig,ambig
1145,qambihás,ambihas
1146,qambíhas,ambihas
1147,qambiláy,ambilay
1148,qámbir,ambir
1149,qambisiyún,ambisiyun
1150,qambisyúsu,ambisyusu
1151,qámbit,ambit
1154,qámbuq,ambu
1155,qámbug,ambug
1156,paqámbug,paambug
1157,qambúhut,ambuhut
1158,paqambúhut,paambuhut
1159,qambuhután,ambuhutan
1160,qambulansiyá,ambulansiya
1161,qámbuŋ,ambung
1162,qambúŋan,ambungan
1163,kaqámbuŋ,kaambung
1164,qámbuŋ,ambung
1165,qambúŋan,ambungan
1166,qámbus,ambus
1167,qámbut,ambut
1172,paŋámbut,pangambut
1173,qámbuy,ambuy
1174,qámbuy,ambuy
1175,qámgid,amgid
1176,qigqámgid,ig-amgid
1177,kaqámgid,kaamgid
1178,qámgu,amgu
1179,paghiqámgu,paghiamgu
1180,pagkaqámgu,pagkaamgu
1181,qamíga,amiga
1182,migá,miga
1183,qamígas,amigas
1184,qamígu,amigu
1185,paŋamígu,pangamigu
1186,migú,migu
1187,qamíhan,amihan
1188,paŋamíhan,pangamihan
1189,qamihanán,amihanan
1190,qamimihíd,amimihid
1191,qamimihíg,amimihig
1192,qamimíslun,amimislun
1193,qamimitás,amimitas
1194,qamín,amin
1195,qaminqámin,amin-amin
1196,paqamín,paamin
1197,qamíndar,amindar
1198,qamiriká,amirika
1199,qamirikána,amirikana
1200,qamirkána,amirkana
1201,Mirkána,mirkana
1202,qamirikanayís,amirikanayis
1203,qamirikánu,amirikanu
1204,qamirkánu,amirkanu
1205,Mirkánu,mirkanu
1206,qinamirikánu,inamirikanu
1207,qamirúl,amirul
1208,qamístad,amistad
1209,qamitú,amitu
1210,qámpa,ampa
1211,qampaqámpa,ampaampa
1212,qámpad,ampad
1213,qampáhan,ampahan
1214,qampaláya,ampalaya
1215,qampapáŋig,ampapangig
1216,qampará,ampara
1217,qámpaw,ampaw
1218,qámpay,ampay
1219,qampáyir,ampayir
1220,qámpiŋ,amping
1221,maqampíŋun,maampingun
1222,maqinampíŋun,mainampingun
1223,qampityátru,ampityatru
1224,qinampityátru,inampityatru
1225,qampiyún,ampiyun
1226,paŋampiyún,pangampiyun
1227,qampiyuníru,ampiyuniru
1228,qampiyún,ampiyun
1229,qámpli,ampli
1230,qamplipáyir,amplipayir
1231,qamplipáyiran,amplipayiran
1232,qámpuq,ampu
1233,qalampuqanán,alampuanan
1234,maqampuqún,maampuun
1235,maqinqampuqún,main-ampuun
1236,maqalampuqún,maalampuun
1237,magqaqámpuq,mag-aampu
1238,magqalámpuq,mag-alampu
1239,qampúŋul,ampungul
1240,qamú,amu
1241,qámu,amu
1242,mu,mu
1243,paŋámu,pangamu
1245,qamúq,amu
1247,qamúqay,amuay
1248,qalamúqan,alamuan
1249,qámuq,amu
1250,qamúl,amul
1251,qamúlan,amulan
1252,qamúlun,amulun
1253,qamúma,amuma
1254,qamumún,amumun
1256,qamumúŋ,amumung
1257,qamumúŋgut,amumunggut
1258,qamumúŋpuŋ,amumungpung
1259,qamumúntag,amumuntag
1260,qamúŋ,amung
1261,paŋamúŋ,pangamung
1262,qamuŋqámuŋ,amung-amung
1263,qamuŋqamuŋán,amung-amungan
1264,maqamuŋqamuŋún,maamung-amungun
1265,qamunístal,amunistal
1266,qamúr,amur
1268,qamurádu,amuradu
1269,qamurál,amural
1271,qamursíku,amursiku
1272,kaqamursíku,kaamursiku
1273,qamurtisasiyún,amurtisasiyun
1274,qamurúsu,amurusu
1275,qámut,amut
1276,qalamútan,alamutan
1277,qalamután,alamutan
1278,qamúti,amuti
1279,qámuy,amuy
1280,qámuy,amuy
1281,qámyun,amyun
1282,kaqámyun,kaamyun
1289,qánāq̀,ana
1290,qánaq,ana
1291,qanáqa,anaa
1292,náqa,naa
1296,pagkaqanáqa,pagkaanaa
1297,pakaqanáqa,pakaanaa
1298,qanaqáhun,anaahun
1299,qánab,anab
1300,qanabú,anabu
1301,qanábyuŋ,anabyung
1302,qánad,anad
1303,qanád,anad
1304,qanarán,anaran
1305,qánag,anag
1306,qinánag,inanag
1307,qanagún,anagun
1308,qanagunán,anagunan
1309,qanagási,anagasi
1310,qanagú,anagu
1311,qanágu,anagu
1312,qanaháq,anaha
1313,qanáhaw,anahaw
1316,qanák,anak
1323,qÁnak,anak
1324,paqanák,paanak
1325,palaqaŋkanán,palaangkanan
1326,pinaqáŋkan,pinaangkan
1327,paŋanák,panganak
1328,paŋának,panganak
1329,pinaŋanák,pinanganak
1330,qanakqának,anak-anak
1331,qáŋkan,angkan
1332,paqáŋkan,paangkan
1333,qaŋkánun,angkanun
1334,qaláŋkan,alangkan
1335,hináŋkan,hinangkan
1336,hiŋáŋkan,hingangkan
1337,qigqának,ig-anak
1338,qigqalának,ig-alanak
1339,qinanák,inanak
1340,magqalának,mag-alanak
1341,taliqának,talianak
1342,qumaqának,umaanak
1343,qánakun,anakun
1344,palaqának,palaanak
1345,qanám,anam
1346,paqanám,paanam
1349,qánqan,an-an
1350,qananáklaw,ananaklaw
1351,qananákyud,ananakyud
1352,qananámsi,ananamsi
1353,qananáŋgal,anananggal
1354,qananáŋkil,ananangkil
1355,qanapúg,anapug
1356,qanapugán,anapugan
1357,qanapugún,anapugun
1358,qánas,anas
1359,qánaw,anaw
1360,qánaw,anaw
1361,qanáwnsir,anawnsir
1362,qanáy,anay
1363,qanayún,anayun
1364,qánayun,anayun
1365,qalanayún,alanayun
1366,qanayúnun,anayunun
1367,qanáy,anay
1368,qánay,anay
1369,qánay,anay
1370,paŋánay,panganay
1372,qanayqanáy,anay-anay
1373,qánda,anda
1374,qánda,anda
1375,qandadúr,andadur
1376,qándak,andak
1377,paŋándak,pangandak
1378,qandakán,andakan
1379,mapaŋandákun,mapangandakun
1380,maŋandákun,mangandakun
1381,qándam,andam
1382,paŋándam,pangandam
1383,mapaŋandámun,mapangandamun
1384,qandámyu,andamyu
1385,qandána,andana
1386,qándar,andar
1387,hiŋándar,hingandar
1388,qandarúl,andarul
1389,qándas,andas
1390,qándaw,andaw
1392,qandáyag,andayag
1393,qandáyun,andayun
1394,qándiŋ,anding
1395,qándir,andir
1403,qándu,andu
1404,qánduq,andu
1407,qandúhay,anduhay
1408,qanduhúnun,anduhunun
1409,qánduq,andu
1410,qánduq,andu
1411,qandúhaw,anduhaw
1412,qandúhay,anduhay
1413,qaŋ,ang
1414,qáŋa,anga
1415,qáŋa,anga
1416,qaŋáqaŋ,angaang
1417,qáŋal,angal
1418,qáŋalan,angalan
1419,qaŋalaskálas,angalaskalas
1420,qaŋanqáŋan,angan-angan
1421,qáŋqaŋ,ang-ang
1422,qaŋqaŋán,ang-angan
1423,qaŋát,angat
1424,qaŋát,angat
1426,qáŋat,angat
1427,paŋáŋat,pangangat
1428,qaŋatún,angatun
1429,qáŋay,angay
1430,qaŋáy,angay
1432,paqáŋay,paangay
1433,pahiqáŋay,pahiangay
1434,paqaŋáy,paangay
1435,paqaŋayán,paangayan
1436,kaqaŋáyan,kaangayan
1437,maqaŋáyun,maangayun
1438,makiqaŋáyun,makiangayun
1439,qáŋduq,angdu
1440,maqaŋduqún,maangduun
1441,qáŋgaq,angga
1442,qáŋgal,anggal
1443,qáŋgid,anggid
1444,qáŋguy,angguy
1445,qáŋhal,anghal
1446,paqáŋhal,paanghal
1447,qáŋhaw,anghaw
1448,qáŋhil,anghil
1450,qaŋhiliká,anghilika
1451,qaŋhíŋhu,anghinghu
1452,qáŋhit,anghit
1453,kaqáŋhit,kaanghit
1454,qaŋíqiŋ,angiing
1455,qaŋílan,angilan
1456,qáŋin,angin
1457,qaŋítŋit,angitngit
1458,qáŋka,angka
1459,qáŋkab,angkab
1460,qáŋkas,angkas
1461,qaŋkasanán,angkasanan
1462,qáŋkat,angkat
1463,maŋaláŋkat,mangalangkat
1464,maŋaqáŋkat,mangaangkat
1465,qáŋkla,angkla
1466,qáŋkub,angkub
1467,qáŋkun,angkun
1468,maŋaqáŋkun,mangaangkun
1469,hiŋáŋkun,hingangkun
1470,qaŋkuníru,angkuniru
1471,qáŋlit,anglit
1472,qáŋsu,angsu
1473,kaqáŋsu,kaangsu
1474,qaŋsúhan,angsuhan
1475,qáŋsud,angsud
1476,qáŋtad,angtad
1477,paqáŋtag,paangtag
1478,qáŋtud,angtud
1479,qaŋturún,angturun
1480,qaŋuqaŋú,anguangu
1481,qaŋuqaŋuhún,anguanguhun
1482,qaŋúl,angul
1483,qáŋul,angul
1484,qaŋulqaŋúl,angul-angul
1485,qaŋulunkulún,angulunkulun
1486,qaŋús,angus
1487,qaŋút,angut
1488,qáŋut,angut
1489,qáŋut,angut
1490,qánhaq,anha
1493,qanhaqán,anhaan
1494,hiqánhaq,hianha
1495,haqánhaq,haanha
1496,kaqanhaqún,kaanhaun
1497,qánhi,anhi
1498,qanhiqán,anhian
1499,hiqánhi,hianhi
1500,haqánhi,haanhi
1501,kaqanhiqún,kaanhiun
1502,qánhin,anhin
1503,qánhiŋ,anhing
1504,qánhuy,anhuy
1505,qáni,ani
1506,qináni,inani
1507,qaníqa,ania
1509,qaniqág,aniag
1510,qánib,anib
1511,qánib,anib
1512,kaqánib,kaanib
1513,qaníbal,anibal
1514,qanibirsáryu,anibirsaryu
1515,qaníbuŋ,anibung
1516,qanígqig,anig-ig
1517,qaníhag,anihag
1518,qaniqí,anii
1519,qanikád,anikad
1520,qanílaw,anilaw
1521,qanílyu,anilyu
1522,qanimál,animal
1523,qanimár,animar
1524,qanimás,animas
1525,paŋanimás,panganimas
1526,qanimasiyún,animasiyun
1527,qanímik,animik
1528,qanimikú,animiku
1529,qanimú,animu
1530,qanímya,animya
1531,qanínag,aninag
1532,qanínaw,aninaw
1533,qaníndut,anindut
1535,maqaníndut,maanindut
1536,qaninikád,aninikad
1537,qaniníŋsiŋ,aniningsing
1538,qaniníput,aniniput
1540,paŋaniníput,panganiniput
1541,qanínu,aninu
1543,paŋanínu,panganinu
1544,qanipáy,anipay
1545,qanís,anis
1546,qanisádu,anisadu
1547,qánis,anis
1548,qánist,anist
1549,qanisáy,anisay
1550,qanísqis,anis-is
1551,qaníslag,anislag
1552,qanistísya,anistisya
1553,qánit,anit
1554,qanítu,anitu
1555,qaníyu,aniyu
1556,qánlit,anlit
1557,qánsir,ansir
1558,qansiyánu,ansiyanu
1560,qánsu,ansu
1561,qánsuy,ansuy
1562,qántad,antad
1563,qantagunísmu,antagunismu
1564,qantáhay,antahay
1565,qántak,antak
1566,qántaw,antaw
1567,paqántaw,paantaw
1568,qánti,anti
1570,qánti,anti
1571,qantibayutikú,antibayutiku
1572,qantígu,antigu
1573,qinantigú,inantigu
1574,qantíhay,antihay
1575,qantikrístu,antikristu
1576,qantimánu,antimanu
1577,qantína,antina
1578,qantiŋqántiŋ,anting-anting
1579,qantipára,antipara
1580,qantipás,antipas
1581,qantipatikú,antipatiku
1582,qantipúlu,antipulu
1583,qantipún,antipun
1584,qantipúna,antipuna
1585,qantirábis,antirabis
1586,qántis,antis
1587,qantisiptikú,antisiptiku
1588,qantisípu,antisipu
1589,qantitírhi,antitirhi
1590,qantiqúhus,antiuhus
1591,qantiyúhus,antiyuhus
1592,qántūq̀,antu
1593,qantúqan,antuan
1594,qantúbuŋ,antubung
1595,qántud,antud
1596,qántug,antug
1597,qantugán,antugan
1598,qantugún,antugun
1599,qántug,antug
1600,qantúhuy,antuhuy
1601,qantúlaŋ,antulang
1602,qantuláŋa,antulanga
1605,qantulíhaw,antulihaw
1606,qantulíhawun,antulihawun
1607,qantúluq,antulu
1608,qántus,antus
1609,qalantúsun,alantusun
1610,maqinantúsun,mainantusun
1611,maqantúsun,maantusun
1612,qantutú,antutu
1613,qantuwáŋa,antuwanga
1614,qanú,anu
1615,qánud,anud
1616,qanúd,anud
1617,patiqánud,patianud
1618,paqanúd,paanud
1619,paŋánud,panganud
1620,kapaŋanúran,kapanganuran
1621,paŋanúrun,panganurun
1622,qanugás,anugas
1623,qanúgun,anugun
1624,paŋanúgun,panganugun
1625,qanugút,anugut
1626,qanúhus,anuhus
1627,qanúk,anuk
1628,qánuk,anuk
1629,paqanúk,paanuk
1630,qanulár,anular
1631,qanumalíya,anumaliya
1633,qánqun,an-un
1634,qanúnaŋ,anunang
1635,qanúnaŋ,anunang
1636,qanúnas,anunas
1637,qanunimús,anunimus
1638,qanunsiyú,anunsiyu
1639,qanunúgba,anunugba
1640,qanunúgbu,anunugbu
1641,qanupúg,anupug
1642,qanúpqup,anup-up
1643,qánur,anur
1645,qanúsqa,anus-a
1646,qanút,anut
1647,qanutasiyún,anutasiyun
1648,qanúqus,anuus
1650,qanuwál,anuwal
1651,qányag,anyag
1652,kaqányag,kaanyag
1653,maqányag,maanyag
1654,qányil,anyil
1655,qányu,anyu
1657,qányus,anyus
1658,qapá,apa
1659,qápa,apa
1660,qapáhap,apahap
1661,qapáli,apali
1662,qapán,apan
1663,qapanqápan,apan-apan
1664,qapán,apan
1665,qapanqapán,apan-apan
1666,qapanqapán,apan-apan
1667,qapqandawún,ap-andawun
1668,qápqap,ap-ap
1669,qapapáŋig,apapangig
1670,qapapáŋigun,apapangigun
1671,qaparadúr,aparadur
1672,qaparátu,aparatu
1673,qaparísyun,aparisyun
1674,qapártmin,apartmin
1675,qapártmint,apartmint
1676,qápas,apas
1678,qapás,apas
1679,qapasqapás,apas-apas
1680,qapasqápas,apas-apas
1681,paqápas,paapas
1682,qapsunún,apsunun
1683,qalapsunún,alapsunun
1684,qapát,apat
1686,qápaw,apaw
1687,qapáy,apay
1688,qapáy,apay
1689,qapáyud,apayud
1690,paŋapáyud,pangapayud
1691,qápdu,apdu
1693,qápid,apid
1694,qapidqapíd,apid-apid
1695,qapidábit,apidabit
1696,qapíki,apiki
1697,qapíkta,apikta
1698,qapíktǎr,apiktar
1699,qapíl,apil
1701,qapilqapíl,apil-apil
1702,maŋgiqapilqapilún,manggiapil-apilun
1703,maŋaqápil,mangaapil
1704,qapilár,apilar
1705,qapilasiyún,apilasiyun
1707,qapílu,apilu
1708,qapilyídu,apilyidu
1709,qapíndiks,apindiks
1710,qapindisáytis,apindisaytis
1711,qápiŋ,aping
1712,paŋápiŋ,pangaping
1713,kaqápiŋan,kaapingan
1714,qapínig,apinig
1715,qapír,apir
1716,qápir,apir
1719,qapirmatíbu,apirmatibu
1720,qapisiyún,apisiyun
1721,qapisiyunáda,apisiyunada
1722,qapisiyunádu,apisiyunadu
1723,qapítuŋ,apitung
1724,qápla,apla
1725,qáplay,aplay
1727,qaplikasiyún,aplikasiyun
1728,qáplud,aplud
1729,qapriká,aprika
1730,qaprikaná,aprikana
1731,qaprikanú,aprikanu
1732,qapríndis,aprindis
1733,qapríntis,aprintis
1734,qapríta,aprita
1735,qaprítadu,apritadu
1736,qapritáda,apritada
1737,qaprubár,aprubar
1738,qaprubádu,aprubadu
1739,qáptan,aptan
1740,qapú,apu
1741,paŋapú,pangapu
1742,qapuhán,apuhan
1746,qápuq,apu
1747,qapúd,apud
1748,qápud,apud
1749,maŋápud,mangapud
1750,paŋqápud,pang-apud
1751,qapudqapúd,apud-apud
1752,qápug,apug
1753,qalapugán,alapugan
1754,qápug,apug
1755,qápul,apul
1756,qápul,apul
1757,qapúŋ,apung
1758,qápuŋ,apung
1759,qapuntadúr,apuntadur
1760,qapuntasiyún,apuntasiyun
1761,qapúnti,apunti
1762,qapúntin,apuntin
1763,qalístu,alistu
1764,púygu,puygu
1765,qapúpa,apupa
1766,paqapúpa,paapupa
1767,qapurá,apura
1768,qapurádu,apuradu
1769,qapúru,apuru
1770,qapús,apus
1771,qapustrupí,apustrupi
1772,qapústǔl,apustul
1773,qapústǔl,apustul
1774,qapustulís,apustulis
1775,qapuwíntmint,apuwintmint
1776,qapúy,apuy
1777,qapúya,apuya
1778,qapuyús,apuyus
1779,qápyu,apyu
1780,qápyug,apyug
1781,qapyugún,apyugun
1782,qáraq,ara
1783,qárab,arab
1784,qaráb,arab
1785,qárab,arab
1786,qarabí,arabi
1787,qarabún,arabun
1788,qarábya,arabya
1789,qaradúr,aradur
1790,qárag,arag
1791,qaráŋ,arang
1792,waláy,walay
1795,qáraŋ,arang
1796,qaraŋán,arangan
1797,qaraŋqaráŋ,arang-arang
1798,maqaraŋqaráŋ,maarang-arang
1799,karaŋán,karangan
1800,qáraŋ,arang
1801,qaráŋka,arangka
1802,qaráŋka,arangka
1803,qaráŋkǎr,arangkar
1804,qaránsil,aransil
1805,qaránya,aranya
1806,qarányas,aranyas
1807,qarapál,arapal
1808,qaráru,araru
1809,qáras,aras
1810,qáras,aras
1811,qarásun,arasun
1812,qáras,aras
1813,qarásti,arasti
1814,paŋarásti,pangarasti
1815,qarástri,arastri
1816,qárat,arat
1817,qárat,arat
1818,paqárat,paarat
1819,qarawkárya,arawkarya
1820,qaráy,aray
1821,qaráy,aray
1822,qarayís,arayis
1823,qárbul,arbul
1824,qárbul,arbul
1825,qarbuláryu,arbularyu
1826,paqarbuláryu,paarbularyu
1827,qargabyádu,argabyadu
1828,qargábyu,argabyu
1829,qargardúlsi,argardulsi
1830,qargh,argh
1831,qargúlya,argulya
1832,qargumíntu,argumintu
1833,qarí,ari
1835,mariká,marika
1836,qári,ari
1837,hiqarí,hiari
1838,haqarí,haari
1839,qariqán,arian
1840,qariqúnun,ariunun
1841,qalaríqun,alariun
1842,qári,ari
1843,qaríba,ariba
1844,qaribadúr,aribadur
1845,qaríba,ariba
1846,qaríba,ariba
1847,qaribáda,aribada
1848,qarigláda,ariglada
1849,qarigládu,arigladu
1850,qaríglǎr,ariglar
1851,paŋaríglǎr,pangariglar
1852,qaríglu,ariglu
1853,qarikmitík,arikmitik
1854,qarimadúr,arimadur
1855,qarimár,arimar
1856,qarína,arina
1857,qaríndu,arindu
1858,qaríŋkil,aringkil
1859,qarinúla,arinula
1860,qarísgǎr,arisgar
1861,paŋarísgǎr,pangarisgar
1862,qarisgádu,arisgadu
1863,qarístǎr,aristar
1864,qaristádu,aristadu
1865,qarístu,aristu
1867,qaristukratá,aristukrata
1868,qárit,arit
1869,qarítis,aritis
1870,qaritmitík,aritmitik
1871,qaritmitiká,aritmitika
1872,qaritmitikú,aritmitiku
1873,qarítus,aritus
1874,qaríya,ariya
1875,qaríya,ariya
1876,qariyádu,ariyadu
1877,qariyús,ariyus
1878,paŋariyús,pangariyus
1879,qark,ark
1880,qárka,arka
1881,qarkabála,arkabala
1882,qarkáŋhil,arkanghil
1883,qarkáydi,arkaydi
1884,qarkilá,arkila
1885,qarkitíktu,arkitiktu
1886,qarkitikturá,arkitiktura
1887,qárku,arku
1888,qarkuhúl,arkuhul
1889,qárkus,arkus
1890,qarmáda,armada
1891,qarmádu,armadu
1892,qarmamíntu,armamintu
1893,qármar,armar
1894,qármas,armas
1897,qarmátyur,armatyur
1898,qármi,armi
1899,qarmikát,armikat
1900,paqarmikát,paarmikat
1901,qarmirúl,armirul
1902,qarmistísyu,armistisyu
1903,qarmúnyum,armunyum
1904,qarmúnyun,armunyun
1905,qarníbal,arnibal
1906,qarniká,arnika
1907,qarniká,arnika
1909,qárnis,arnis
1910,qárpa,arpa
1911,qarpilír,arpilir
1912,qarpiríl,arpiril
1913,qársa,arsa
1914,qarsiqí,arsii
1915,qarsubíspu,arsubispu
1916,qarsubispádu,arsubispadu
1918,qártal,artal
1919,qárti,arti
1922,qartiqárti,artiarti
1923,paqárti,paarti
1924,paŋárti,pangarti
1925,diqárti,diarti
1926,qartikulú,artikulu
1927,qartiliyiríya,artiliyiriya
1928,qartipísyal,artipisyal
1929,qartísta,artista
1930,qinartísta,inartista
1931,qartisyánu,artisyanu
1933,qáruq,aru
1934,kaqáruq,kaaru
1935,paqáruq,paaru
1936,qarúk,aruk
1937,qarukán,arukan
1938,qarúl,arul
1939,qarúma,aruma
1940,qarún,arun
1945,paqarunqárun,paarun-arun
1946,qarún,arun
1947,qárun,arun
1948,qarúnsa,arunsa
1949,qarús,arus
1950,qarús,arus
1954,qarqutísi,ar-utisi
1955,qaruwákaq,aruwaka
1956,qarúy,aruy
1957,qárya,arya
1958,qáryat,aryat
1959,qináryat,inaryat
1960,qaryíndu,aryindu
1961,qasá,asa
1962,qása,asa
1964,qiqása,iasa
1965,maqása,maasa
1966,hiqása,hiasa
1967,haqása,haasa
1968,qása,asa
1969,qása,asa
1970,qasádu,asadu
1971,qasál,asal
1972,qaslunún,aslunun
1973,qaláslun,alaslun
1974,qinasál,inasal
1975,qasamblíya,asambliya
1976,qásqas,as-as
1977,qasáwa,asawa
1979,paŋasáwa,pangasawa
1980,paqasáwa,paasawa
1981,papaŋasáwa,papangasawa
1982,maŋalasawá,mangalasawa
1983,qigpaŋaqasawá,igpangaasawa
1984,paŋasawqunún,pangasaw-unun
1985,paŋalasáwqun,pangalasaw-un
1986,qasáyti,asayti
1990,qasbístus,asbistus
1991,qásdaŋ,asdang
1992,qásgad,asgad
1993,qinásgad,inasgad
1994,qási,asi
1995,qasiqasí,asiasi
1996,maŋgiqasiqasihún,manggiasiasihun
1997,maqasiqasihún,maasiasihun
1998,qasiqasihún,asiasihun
1999,qasidú,asidu
2000,qasikásu,asikasu
2001,qasiláda,asilada
2002,qasílu,asilu
2003,qasíman,asiman
2004,qasín,asin
2006,qinasín,inasin
2007,qalasínan,alasinan
2008,paŋqasínan,pang-asinan
2009,qasinqásin,asin-asin
2010,qasínda,asinda
2011,qasindíru,asindiru
2012,qasinsiyún,asinsiyun
2013,qasínsu,asinsu
2014,qásqip,as-ip
2015,paqásqip,paas-ip
2016,qasír,asir
2017,paqasír,paasir
2018,qasíras,asiras
2019,qasiráwu,asirawu
2020,qasíru,asiru
2021,qasistinsiyá,asistinsiya
2022,qasístǐr,asistir
2023,qasíti,asiti
2024,qasitíra,asitira
2025,qasitún,asitun
2026,qáslay,aslay
2027,qáslum,aslum
2028,qásnat,asnat
2029,qásnu,asnu
2030,qaspáltu,aspaltu
2031,qaspaltádu,aspaltadu
2032,qasparagús,asparagus
2035,qaspiránti,aspiranti
2036,qaspirasiyún,aspirasiyun
2037,qaspirín,aspirin
2038,qaspirína,aspirina
2039,qásta,asta
2040,qástri,astri
2041,qastrunáwta,astrunawta
2042,qastrunumíya,astrunumiya
2043,qastrunumú,astrunumu
2044,qastrunút,astrunut
2045,qasú,asu
2046,paqasú,paasu
2047,qasuqasú,asuasu
2048,qalasúhan,alasuhan
2049,qásud,asud
2050,qasudqasúd,asud-asud
2051,qasúgi,asugi
2052,qasúkal,asukal
2053,qasúkar,asukar
2054,qasukaríra,asukarira
2055,qasúl,asul
2058,qasúntiŋ,asunting
2059,qasúntu,asuntu
2060,qasúpli,asupli
2061,qasúpri,asupri
2062,qasús,asus
2063,qasusasiyún,asusasiyun
2064,qasusíluy,asusiluy
2065,qasusína,asusina
2066,qasusínas,asusinas
2067,qasusísyun,asusisyun
2068,qasúsyit,asusyit
2070,qasutíya,asutiya
2071,qasúqus,asuus
2072,qásuy,asuy
2073,hinásuy,hinasuy
2074,qalasúyun,alasuyun
2075,qáswaŋ,aswang
2076,qáswas,aswas
2077,qáswat,aswat
2078,qásya,asya
2079,qasyínda,asyinda
2080,qasyíti,asyiti
2081,qásyus,asyus
2082,paŋásyus,pangasyus
2083,qasyúsa,asyusa
2084,qasyúsu,asyusu
2085,qasyútis,asyutis
2086,qát,at
2087,qátaq,ata
2089,kaqátaq,kaata
2090,qátab,atab
2091,paqátab,paatab
2092,pasiqátab,pasiatab
2093,pasiqatáb,pasiatab
2094,qátab,atab
2095,qatábay,atabay
2096,qátad,atad
2097,qatádu,atadu
2098,qatáhu,atahu
2099,qátak,atak
2100,qatakár,atakar
2101,qatáki,ataki
2103,qatáman,ataman
2104,qatáŋ,atang
2105,qátaŋ,atang
2106,qátaŋ,atang
2107,qatáru,ataru
2108,qátas,atas
2109,qatás,atas
2110,qátqat,at-at
2111,qátqat,at-at
2112,qatatalú,atatalu
2113,qatáy,atay
2118,qatayqátay,atay-atay
2119,qátay,atay
2120,giqátay,giatay
2121,qalátay,alatay
2122,qatayunún,atayunun
2123,qátbaŋ,atbang
2125,paqátbaŋ,paatbang
2126,kaqátbaŋ,kaatbang
2127,qátbu,atbu
2128,qátbug,atbug
2129,qáthag,athag
2130,qatibás,atibas
2131,qátik,atik
2132,qatikqátik,atik-atik
2133,paqátik,paatik
2134,qatimán,atiman
2135,qatimúya,atimuya
2136,qatín,atin
2137,qatíndan,atindan
2138,qatíndant,atindant
2139,qatindída,atindida
2140,qatindídu,atindidu
2141,qatíndir,atindir
2142,qatinsiyún,atinsiyun
2143,qátip,atip
2144,qatipú,atipu
2145,qatipúlu,atipulu
2146,qátis,atis
2147,qatlíta,atlita
2148,qatmuspíra,atmuspira
2149,qátŋa,atnga
2150,qátŋal,atngal
2151,qátŋaw,atngaw
2152,qatráka,atraka
2153,qatraksiyún,atraksiyun
2154,qatraktíbu,atraktibu
2155,qátras,atras
2157,qatrasádu,atrasadu
2158,qatrasár,atrasar
2159,qatrasáwu,atrasawu
2160,qatrásu,atrasu
2161,qatribídu,atribidu
2162,qatribír,atribir
2163,paŋatribír,pangatribir
2164,qatribídu,atribidu
2165,qátril,atril
2166,qátril,atril
2167,qatripísyu,atripisyu
2168,qatripísyun,atripisyun
2169,qátsa,atsa
2170,qatsaqátsa,atsaatsa
2171,qátsal,atsal
2172,qátsar,atsar
2173,qatsára,atsara
2174,qátsay,atsay
2175,qátsay,atsay
2176,giqátsay,giatsay
2177,qátsi,atsi
2178,qátsi,atsi
2179,qatsúytis,atsuytis
2180,qatú,atu
2181,qátu,atu
2182,qátuq,atu
2183,qatúqa,atua
2184,qátub,atub
2185,qátub,atub
2186,qátub,atub
2187,paqátub,paatub
2188,qatubáŋ,atubang
2189,qatúbaŋ,atubang
2190,paqatubáŋ,paatubang
2191,qatubaŋáy,atubangay
2192,qatubaŋán,atubangan
2193,qatubáŋan,atubangan
2194,qátud,atud
2195,giqátud,giatud
2196,qatúg,atug
2198,qatugqatúg,atug-atug
2199,qatúl,atul
2200,qatulí,atuli
2201,qátuli,atuli
2202,paŋatulí,pangatuli
2203,hiŋatulí,hingatuli
2204,paŋhiŋatulí,panghingatuli
2205,qátum,atum
2206,qátum,atum
2207,qatumqatúm,atum-atum
2208,qatumqatumún,atum-atumun
2209,qátumay,atumay
2210,qatumátik,atumatik
2211,qatúmik,atumik
2214,qatumiká,atumika
2215,qatúŋ,atung
2216,qatúp,atup
2217,qatupqatúp,atup-atup
2218,qatúrga,aturga
2219,qatúrgǎr,aturgar
2220,qatúrni,aturni
2221,qatutúŋ,atutung
2222,katutúŋ,katutung
2223,qaw,aw
2224,qaqw,aw
2225,qáwaq,awa
2226,qáwaq,awa
2227,qawáqaw,awaaw
2228,qawahí,awahi
2229,qáwak,awak
2230,qawáŋ,awang
